source,author,title,description,url,urlToImage,publishedAt,content,topic
"{'id': None, 'name': 'C-sharpcorner.com'}",Praveen Kumar,Albania Appoints World’s First AI Minister,"Albania appoints Diella, the world's first AI minister, to manage public procurement, aiming for transparency and EU accession by 2030. A digital revolution!",https://www.c-sharpcorner.com/news/albania-appoints-worlds-first-ai-minister,,2025-09-11T00:00:00Z,"September 11, 2025 Tirana, Albania In a groundbreaking development for both technology and governance, Albania has appointed the worlds first AI-made government minister. Named Diella, meaning sunshi… [+1480 chars]",technology
"{'id': None, 'name': 'Pypi.org'}",will.sackfield@gmail.com,sportsball 0.33.10,A library for pulling in and normalising sports stats.,https://pypi.org/project/sportsball/0.33.10/,,2025-09-11T00:24:15Z,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",sports
"{'id': 'newsweek', 'name': 'Newsweek'}",Andrew Ravens‎,WWE WrestleMania May Be Headed To Saudi Arabia Soon,A new report suggests there is a major push for WWE to hold a WrestleMania in Saudi Arabia,https://www.newsweek.com/sports/wrestling/wwe-wrestlemania-may-headed-saudi-arabia-soon-2127997,https://d.newsweek.com/en/full/2650320/wwe-wrestlemania-41-las-vegas.jpg,2025-09-11T00:23:21Z,"WWE's biggest event of the year, WrestleMania, could be going international in a huge way. A new report suggests that there is a push for the event to take place in Saudi Arabia, a move that could po… [+2352 chars]",sports
"{'id': None, 'name': 'CBS Sports'}",Chris Hummer,"'In hindsight, we're good': Tennessee sources revisit Nico Iamaleava saga, embrace Joey Aguilar as better fit",How Tennessee feels about its QB change a few months later and a look at how the split happened in the first place.,https://www.cbssports.com/college-football/news/in-hindsight-were-good-tennessee-sources-revisit-nico-iamaleava-saga-embrace-joey-aguilar-as-better-fit/,https://sportshub.cbsistatic.com/i/r/2025/08/31/41eb1f74-e523-4cef-ac8f-dcaa719f35c9/thumbnail/1200x675/8d88d697b27a9bb99f6ecb96ac93a480/usatsi-26965855.jpg,2025-09-11T00:20:40Z,"Folks around the Tennessee football program would deny it publicly, but several are closely tracking Nico Iamaleava'sweekly slide from grace at UCLA. ""There are some who pay attention for sure,"" a Te… [+10298 chars]",sports
"{'id': None, 'name': 'On3.com'}",Andy Villamarzo,Arizona High School Football Top 25 Rankings – Sept. 10,"Arizona high school football has gone through two weeks of ball and from playing major out-of-state opponents to in-state foes, it’s clear there’s plenty of strong programs out in the desert. From top-ranked Basha to Hamilton and Liberty, Arizona has proven o…",https://www.on3.com/high-school/news/arizona-high-school-football-top-25-rankings-sept-10/,https://on3static.com/uploads/dev/assets/cms/2025/09/10165721/AZ-top-25.png,2025-09-11T00:17:33Z,"Arizona high school football has gone through two weeks of ball and from playing major out-of-state opponents to in-state foes, its clear theres plenty of strong programs out in the desert. From top-… [+4379 chars]",sports
"{'id': None, 'name': 'Yahoo Entertainment'}",Asli Pelit,"American investors spent big on NWSL, but now they have options abroad","The National Women’s Soccer League (NWSL) has long been the obvious destination for investors looking to align themselves with the growth of women’s soccer. Until about 2022, the league offered attractive franchise fees, between $1 million and $2 million, and…",https://sports.yahoo.com/article/american-investors-spent-big-nwsl-001604886.html,https://s.yimg.com/ny/api/res/1.2/MTqfq1TKw0ScDY4HMzHbDg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04Njc7Y2Y9d2VicA--/https://media.zenfs.com/en/the_athletic_articles_169/b58d24c8b9a51bc0c0ebaca8ea44fcba,2025-09-11T00:16:04Z,"The National Womens Soccer League (NWSL) has long been the obvious destination for investors looking to align themselves with the growth of womens soccer.
Until about 2022, the league offered attrac… [+10795 chars]",sports
"{'id': None, 'name': 'New York Post'}",Marissa Matozzo,Bridezilla kicks bridesmaid out of wedding pictures because she has this on her body: ‘Extremely disrespectful’,She wants her wedding photos airbrushed — starting with the bridesmaids.,https://nypost.com/2025/09/10/lifestyle/bride-bans-tattooed-bridesmaid-from-pics-to-avoid-overshadow/,https://nypost.com/wp-content/uploads/sites/2/2025/09/111105636.jpg?quality=75&strip=all&w=1024,2025-09-11T00:15:00Z,"This bridezilla wants her wedding photos airbrushed starting with the bridesmaids.
A bridesmaid in London claims she was banned from the big-day photo lineup after the bride allegedly feared shed ov… [+2911 chars]",sports
"{'id': 'newsweek', 'name': 'Newsweek'}",Matthew Couden,Lions' Dan Campbell Makes Bold Statement to Ben Johnson for Bears Game,"Detroit Lions head coach Dan Campbell had a strong message for his former offensive coordinator, Ben Johnson, ahead of the Chicago Bears game.",https://www.newsweek.com/sports/nfl/lions-dan-campbell-makes-bold-statement-ben-johnson-bears-game-2127988,https://d.newsweek.com/en/full/2297624/lions-head-coach-dan-campbell.jpg,2025-09-11T00:11:10Z,"Detroit Lions head coach Dan Campbell may have given his former offensive coordinator, Ben Johnson, some extra motivation to pull off a Week 2 upset.
Johnson, now head coach for the Chicago Bears, w… [+3006 chars]",sports
"{'id': None, 'name': 'KSNT News'}",Sydney Clark,No. 12 Washburn volleyball heads into home invitational undefeated,TOPEKA (KSNT) – The No.12 Ichabods are set to host the ‘Washburn Invitational’ this weekend in Whiting Fieldhouse. Washburn will open the invitational on Friday against Truman State at 11 a.m. The ‘Bods start their season 4-0 after going undefeated in the ‘Or…,https://www.ksnt.com/news/no-12-washburn-volleyball-heads-into-home-invitational-undefeated/,https://www.ksnt.com/wp-content/uploads/sites/86/2022/11/WASHBURN-VOLLEYBALL-1.jpg?w=1280,2025-09-11T00:10:23Z,"TOPEKA (KSNT) – The No.12 Ichabods are set to host the ‘Washburn Invitational’ this weekend in Whiting Fieldhouse. Washburn will open the invitational on Friday against Truman State at 11 a.m.
The ‘… [+1156 chars]",sports
"{'id': None, 'name': 'Wallpaper*'}",Tianna Williams,This Andre Agassi-backed sports club in Philadelphia might be the most stylish athletic facility we've ever seen,"At Ballers in Philadelphia, you can play tennis, take a dip and have dinner beneath one soaring roof. Here's a look inside",https://www.wallpaper.com/travel/ballers-sports-club-philadelphia,https://cdn.mos.cms.futurecdn.net/oP72ubuZw8bxm3pTriub2b.jpg,2025-09-11T00:09:03Z,"Racquet sports are talk of the town. From the release of Luca Guadagnino's sport romance Challengers last year, to a summer of Wimbledon to the wind down of the US Open last week, there's been enough… [+3042 chars]",sports
"{'id': None, 'name': 'The New Republic'}",Right Now With Perry Bacon,Transcript: Why Democratic Leadership Is Clueless About Politics,"The following is a lightly edited transcript of the September 10 episode of Right Now With Perry Bacon. You can watch this interview here.Perry Bacon: Good morning everybody. I’m Perry Bacon. I’m the host of New Republic’s Right Now, our twice-weekly show on …",https://newrepublic.com/article/200259/transcript-democratic-leadership-clueless-politics,https://images.newrepublic.com/11b8a5a387084bd1c4ddeb5ca157b98b6e43a94c.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg,2025-09-11T00:08:05Z,Litman: Theyre going to have to go through a full rebranding exercise the way the Democrats had to do after Obama and we saw how that works. It doesnt go that well when you dont have the unifying fig… [+4523 chars],sports
"{'id': None, 'name': 'Biztoc.com'}",theverge.com,The Ferrari Testarossa returns as a plug-in hyrbid with 1035hp,"If you need another sign that the go-go ‘80s are back, look no further than the return of the fabled Ferrari Testarossa nameplate, which the Italian automaker announced this week in Milan. But this is no retread: the new 849 Testarossa now sports a hybrid pow…",https://biztoc.com/x/77c079e380058619,https://biztoc.com/cdn/77c079e380058619_s.webp,2025-09-11T00:07:51Z,"If you need another sign that the go-go 80s are back, look no further than the return of the fabled Ferrari Testarossa nameplate, which the Italian automaker announced this week in Milan. But this is… [+150 chars]",sports
"{'id': None, 'name': 'ClutchPoints'}",Troy Finnegan,Cowboys rumors: Dallas ‘probably not’ signing Jadeveon Clowney after visit,"Jadeveon Clowney worked out for the Cowboys on Wednesday, but it doesn't look like he will be in Dallas long-term.",https://clutchpoints.com/nfl/dallas-cowboys/cowboys-rumors-dallas-not-signing-jadeveon-clowney,https://wp.clutchpoints.com/wp-content/uploads/2025/09/Jadeveon-Clowney.jpg,2025-09-11T00:07:10Z,"The Dallas Cowboys have been looking for help on the edge ever since trading Micah Parsons to the Green Bay Packers, and they tried to address that by bringing in veteran defensive end Jadeveon Clown… [+1982 chars]",sports
"{'id': 'cbc-news', 'name': 'CBC News'}",,"Citing illness, Canadian rider Mike Woods pulls out of his swansong race in Montreal","Citing illness, Canadian rider Mike Woods has pulled out of Sunday's Grand Prix Cycliste de Montreal. Israel-Premier Tech said the 38-year-old from Ottawa has been ""suffering from illness in the past week and will require surgery for a hernia, which has made …",https://www.cbc.ca/sports/olympics/summer/cycling/mike-woods-illness-grand-prix-cycliste-de-montreal-1.7630767,https://i.cbc.ca/1.6961856.1694268089!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/woods-mike-230715-1180.jpg?im=Resize%3D620,2025-09-11T00:06:49Z,"Citing illness, Canadian rider Mike Woods has pulled out of Sunday's Grand Prix Cycliste de Montreal.
Israel-Premier Tech said the 38-year-old from Ottawa has been ""suffering from illness in the pas… [+2323 chars]",sports
"{'id': None, 'name': 'Nintendo Life'}",Liam Doolan,"Round Up: Every ""Exciting New Game"" From The Acclaim Showcase","""Acclaim makes a triumphant return"".Acclaim is back, and earlier today, it welcomed in a ""new era"" with its very own showcase. If you didn't tune in, don't worry - we've got you covered here on Nintendo Life with a quick round up.Although there is only one ga…",https://www.nintendolife.com/news/2025/09/round-up-every-exciting-new-game-from-the-acclaim-showcase,https://images.nintendolife.com/5bc31c6d9e83d/large.jpg,2025-09-11T00:05:00Z,"Watch on YouTube
Subscribe to Nintendo Life on YouTube834k
Acclaim is back, and earlier today, it welcomed in a ""new era"" with its very own showcase. If you didn't tune in, don't worry - we've got … [+6024 chars]",sports
"{'id': None, 'name': 'Blessthisstuff.com'}",1956 JAGUAR D-TYPE,1956 JAGUAR D-TYPE,"A rare 1956 Jaguar D-Type
 is set to cross the block at Broad Arrow's Zurich Auction in 2025, 
estimated between CHF 5.25 and 6.25 million. One of only 71 original 
D-Types produced by Coventry between 1954 and 1957, this example, 
chassis XKD-551, stands apa…",https://www.blessthisstuff.com/stuff/vehicles/cars/1956-jaguar-d-type/,https://www.blessthisstuff.com/imagens/stuff/1956-jaguar-d-type.jpg,2025-09-11T00:00:00Z,"A rare 1956 Jaguar D-Type is set to cross the block at Broad Arrow's Zurich Auction in 2025, estimated between CHF 5.25 and 6.25 million. One of only 71 original D-Types produced by Coventry between … [+1309 chars]",sports
"{'id': None, 'name': 'Biztoc.com'}",youtube.com,Conservative Activist Charlie Kirk Dead | Balance of Power Late Edition 9/10/2025,"""Balance of Power: Late Edition"" focuses on the intersection of politics and global business. On today's show, Conservative activist ...",https://biztoc.com/x/da4f079a6dd1c46f,https://biztoc.com/cdn/da4f079a6dd1c46f_s.webp,2025-09-11T00:21:12Z,"""Balance of Power: Late Edition"" focuses on the intersection of politics and global business. On today's show, Conservative activist ...
This story appeared on youtube.com, 2025-09-11 00:04:42.",business
"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,Intel quietly pulls back major employee commitment amid troubles,"Since the beginning of this year, Intel (INTC) has been fighting to pick up the pieces of its struggling business, while its CEO has implemented significant workplace changes to “fundamentally transform” the company’s culture and operations, sparking innovati…",https://biztoc.com/x/f567133c60c65c92,https://biztoc.com/cdn/f567133c60c65c92_s.webp,2025-09-11T00:19:26Z,"Since the beginning of this year, Intel (INTC) has been fighting to pick up the pieces of its struggling business, while its CEO has implemented significant workplace changes to fundamentally transfo… [+138 chars]",business
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,Macquarie Climate Fund Gets A$1 Billion from Australian Pension,,https://biztoc.com/x/6d2393493407972d,https://biztoc.com/cdn/6d2393493407972d_s.webp,2025-09-11T00:19:18Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Oracle stock soar recently? { window.open(this.href, '_blank'); }, 200); return false;""&gt;What impacts come from OpenAI's $300B… [+708 chars]",business
"{'id': None, 'name': 'Biztoc.com'}",barrons.com,The ECB and the Fed Are Trading Playbooks. What It Means for Markets,,https://biztoc.com/x/803257d7c7f506f3,https://biztoc.com/cdn/803257d7c7f506f3_s.webp,2025-09-11T00:19:02Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Oracle stock soar recently? { window.open(this.href, '_blank'); }, 200); return false;""&gt;What impacts come from OpenAI's $300B… [+665 chars]",business
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,Japan wholesale inflation accelerates in August,,https://biztoc.com/x/7638b7a689b769ee,https://biztoc.com/cdn/7638b7a689b769ee_s.webp,2025-09-11T00:18:58Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Oracle stock soar recently? { window.open(this.href, '_blank'); }, 200); return false;""&gt;What impacts come from OpenAI's $300B… [+684 chars]",business
"{'id': None, 'name': 'Reason'}",Eugene Volokh,"""Are You a Jew? … Are You a Zionist?""","From yesterday's decision by Judge Susan Illston in U.S. v. Harara: For purposes of this motion to dismiss, the Court…",https://reason.com/volokh/2025/09/11/are-you-a-jew-are-you-a-zionist/,,2025-09-11T00:17:30Z,"From yesterday's decision by Judge Susan Illston in U.S. v. Harara:
For purposes of this motion to dismiss, the Court treats as true the factual allegations as stated in plaintiff's complaint and dra… [+11519 chars]",business
"{'id': None, 'name': 'Crikey'}",Jason Murphy,"Why Powerball can make millions from losing customers, as it ponders 16.7% price rise","With a huge price rise expected on Powerball tickets next year, the lottery could easily lose customers. But that's probably what its bosses want.
The post Why Powerball can make millions from losing customers, as it ponders 16.7% price rise appeared first on…",http://www.crikey.com.au/2025/09/11/powerball-ticket-price-rise-lose-customers/,https://www.crikey.com.au/wp-content/uploads/sites/3/2025/09/20240201001896199223-original.jpg?quality=70&w=1024,2025-09-11T00:15:50Z,"Theres one multibillion-dollar company that is banking on doing a big price hike next year, with the expected effect of scaring off at least a few loyal customers. Its a weird business they’re in, wh… [+4435 chars]",business
"{'id': None, 'name': 'Yahoo Entertainment'}",Melody Petersen,Electric customers to pay $9 billion more to state wildfire fund under proposed bill,California electric customers would pay $9 billion more to shore up the state's wildfire fund under a last-minute deal cut behind closed doors and introduced...,https://finance.yahoo.com/news/electric-customers-pay-9-billion-001201143.html,https://media.zenfs.com/en/la_times_articles_853/c5d3af955755052f97e89845497f7109,2025-09-11T00:12:01Z,"A business and vehicle on Lake Avenue in Altadena are destroyed in the Eaton fire. (Gina Ferazzi / Los Angeles Times)
California electric customers would pay $9 billion more to shore up the states w… [+5032 chars]",business
"{'id': None, 'name': 'Motley Fool Australia'}",Laura Stewart,Macquarie says these 2 ASX All Ords retail stocks could rise 20% and 36%,"Those looking to capitalise on rate cuts should take a closer look as these 2 opportunities. 
The post Macquarie says these 2 ASX All Ords retail stocks could rise 20% and 36% appeared first on The Motley Fool Australia.",https://www.fool.com.au/2025/09/11/macquarie-says-these-2-asx-all-ords-retail-stocks-could-rise-20-and-36/,https://www.fool.com.au/wp-content/uploads/2021/12/shopper-16_9-1200x675.jpg,2025-09-11T00:11:41Z,"This week, Macquarie named 2 ASX All Ords retail stocks with material upside. 
With the Reserve Bank of Australia (RBA) delivering a series of interest rate cuts this year and more expected to follo… [+2343 chars]",business
"{'id': None, 'name': 'Batterypower.com'}",DJourn,Still “unfinished business” as Brian Snitker mulls managerial future,Who will be the manager of the Atlanta Braves in 2026? It could be a familiar face.,https://www.batterypower.com/atlanta-braves-news/119504/still-unfinished-business-as-brian-snitker-mulls-managerial-future,https://platform.batterypower.com/wp-content/uploads/sites/22/2025/09/imagn-26588190.jpg?quality=90&strip=all&crop=0%2C10.701168529374%2C100%2C78.597662941253&w=1200,2025-09-11T00:09:42Z,"With less than three weeks until the end of the Atlanta Braves 2025 regular season, uncertainty swirls around the teams managerial position for 2026.
In recent days, speculation has increase - inclu… [+1387 chars]",business
